,primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename
2997,categr,['rinphe'],['call'],42.5275,130.692,Bubulcus ibis,Cattle Egret,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,14:00,https://www.xeno-canto.org/267153,categr/XC267153.ogg
2998,categr,[],['call'],-22.4508,-42.7735,Bubulcus ibis,Cattle Egret,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,17:00,https://www.xeno-canto.org/274824,categr/XC274824.ogg
3000,categr,[],"['begging call', 'juvenile']",37.074,-6.3779,Bubulcus ibis,Cattle Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,?,https://www.xeno-canto.org/282494,categr/XC282494.ogg
3001,categr,[],['call'],-33.8411,25.571,Bubulcus ibis,Cattle Egret,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/288324,categr/XC288324.ogg
3002,categr,[],['call'],-33.8411,25.571,Bubulcus ibis,Cattle Egret,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:00,https://www.xeno-canto.org/288325,categr/XC288325.ogg
3003,categr,[],['flight call'],37.2072,-6.1784,Bubulcus ibis,Cattle Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,?,https://www.xeno-canto.org/289295,categr/XC289295.ogg
3005,categr,[],['call'],14.1502,-16.627,Bubulcus ibis,Cattle Egret,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,19:00,https://www.xeno-canto.org/298147,categr/XC298147.ogg
3006,categr,[],['call'],13.9909,-87.1798,Bubulcus ibis,Cattle Egret,Alfonso Auerbach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,09:00,https://www.xeno-canto.org/298914,categr/XC298914.ogg
3008,categr,[],"['Nocturnal rooting site', 'call']",37.2363,-6.0611,Bubulcus ibis,Cattle Egret,Carlos W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,18:30,https://www.xeno-canto.org/304252,categr/XC304252.ogg
3010,categr,[],"['Nocturnal rooting site', 'call']",37.2363,-6.0611,Bubulcus ibis,Cattle Egret,Carlos W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:00,https://www.xeno-canto.org/304255,categr/XC304255.ogg
3011,categr,[],"['Nocturnal rooting site', 'call']",37.2363,-6.0611,Bubulcus ibis,Cattle Egret,Carlos W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:00,https://www.xeno-canto.org/304256,categr/XC304256.ogg
3014,categr,[],['call'],19.462,-98.9683,Bubulcus ibis,Cattle Egret,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,19:00,https://www.xeno-canto.org/311860,categr/XC311860.ogg
3015,categr,[],"['begging call,juvenile']",19.1913,73.0666,Bubulcus ibis,Cattle Egret,HARISHCHANDRA MHATRE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,16:30,https://www.xeno-canto.org/313748,categr/XC313748.ogg
3016,categr,[],['call'],14.7279,-17.4329,Bubulcus ibis,Cattle Egret,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:00,https://www.xeno-canto.org/315439,categr/XC315439.ogg
3019,categr,[],['call'],39.3806,16.2527,Bubulcus ibis,Cattle Egret,Francesco Sottile,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:48,https://www.xeno-canto.org/327832,categr/XC327832.ogg
3020,categr,[],['colony song at dusk'],18.3989,-95.0134,Bubulcus ibis,Cattle Egret,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,20:30,https://www.xeno-canto.org/328546,categr/XC328546.ogg
3022,categr,[],['call'],-33.6022,26.8903,Bubulcus ibis,Cattle Egret,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:00,https://www.xeno-canto.org/329275,categr/XC329275.ogg
3023,categr,[],"['begging call', 'juvenile']",14.7279,-17.4329,Bubulcus ibis,Cattle Egret,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:30,https://www.xeno-canto.org/332570,categr/XC332570.ogg
3024,categr,[],['call'],45.6119,12.0216,Bubulcus ibis,Cattle Egret,Francesco Sottile,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,17:50,https://www.xeno-canto.org/339758,categr/XC339758.ogg
3026,categr,[],['call'],37.3823,-6.1363,Bubulcus ibis,Cattle Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,?,https://www.xeno-canto.org/352659,categr/XC352659.ogg
3028,categr,[],['flight call'],37.3823,-6.1363,Bubulcus ibis,Cattle Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,?,https://www.xeno-canto.org/353847,categr/XC353847.ogg
3029,categr,[],['flight call'],37.3823,-6.1363,Bubulcus ibis,Cattle Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,?,https://www.xeno-canto.org/353848,categr/XC353848.ogg
3031,categr,[],['call'],37.3823,-6.1363,Bubulcus ibis,Cattle Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,?,https://www.xeno-canto.org/353850,categr/XC353850.ogg
3032,categr,[],['flight call'],28.2267,-80.7645,Bubulcus ibis,Cattle Egret,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,07:16,https://www.xeno-canto.org/363098,categr/XC363098.ogg
3033,categr,[],"['call', 'flight call']",-33.2043,-70.8285,Bubulcus ibis,Cattle Egret,Cristian Pinto,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,09:30,https://www.xeno-canto.org/368932,categr/XC368932.ogg
3034,categr,[],"['call', 'flight call']",-33.2043,-70.8285,Bubulcus ibis,Cattle Egret,Cristian Pinto,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:30,https://www.xeno-canto.org/368933,categr/XC368933.ogg
3036,categr,[],"['call', 'flight call']",-33.2043,-70.8285,Bubulcus ibis,Cattle Egret,Cristian Pinto,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:30,https://www.xeno-canto.org/368935,categr/XC368935.ogg
3037,categr,[],['call'],-33.594,26.8969,Bubulcus ibis,Cattle Egret,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,16:45,https://www.xeno-canto.org/369827,categr/XC369827.ogg
3039,categr,[],"['alarm call', 'call']",43.4879,4.4081,Bubulcus ibis,Cattle Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,14:00,https://www.xeno-canto.org/372953,categr/XC372953.ogg
3041,categr,[],['call'],42.7871,13.8063,Bubulcus ibis,Cattle Egret,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:00,https://www.xeno-canto.org/389992,categr/XC389992.ogg
3042,categr,[],['call'],-26.7629,152.8483,Bubulcus ibis,Cattle Egret,Greg McLachlan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:30,https://www.xeno-canto.org/393573,categr/XC393573.ogg
3043,categr,[],['call'],18.0333,-96.2204,Bubulcus ibis,Cattle Egret,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/398976,categr/XC398976.ogg
3046,categr,[],['call'],39.7977,3.1081,Bubulcus ibis,Cattle Egret,Manuel Schweizer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,18:00,https://www.xeno-canto.org/411144,categr/XC411144.ogg
3047,categr,[],"['alarm call', 'female', 'juvenile', 'male']",-16.6003,-49.2802,Bubulcus ibis,Cattle Egret,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:50,https://www.xeno-canto.org/414792,categr/XC414792.ogg
3049,categr,[],['call'],-25.0336,46.2934,Bubulcus ibis,Cattle Egret,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:30,https://www.xeno-canto.org/418997,categr/XC418997.ogg
3050,categr,[],['call'],27.6308,-80.7586,Bubulcus ibis,Cattle Egret,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:30,https://www.xeno-canto.org/422247,categr/XC422247.ogg
3051,categr,[],"['begging call', 'juvenile']",42.6135,13.763,Bubulcus ibis,Cattle Egret,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:00,https://www.xeno-canto.org/423135,categr/XC423135.ogg
3053,categr,[],['call'],28.229,-80.813,Bubulcus ibis,Cattle Egret,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:33,https://www.xeno-canto.org/451681,categr/XC451681.ogg
3054,categr,[],['call'],28.229,-80.813,Bubulcus ibis,Cattle Egret,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,07:32,https://www.xeno-canto.org/451682,categr/XC451682.ogg
3056,categr,[],['call'],33.0881,-115.7097,Bubulcus ibis,Cattle Egret,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,16:11,https://www.xeno-canto.org/452088,categr/XC452088.ogg
3058,categr,[],['call'],33.8082,-114.4686,Bubulcus ibis,Cattle Egret,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:22,https://www.xeno-canto.org/453176,categr/XC453176.ogg
3059,categr,[],"['call', 'juvenile']",35.0981,-2.7538,Bubulcus ibis,Cattle Egret,Geoffrey Monchaux,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,14:30,https://www.xeno-canto.org/458426,categr/XC458426.ogg
3061,categr,[],['call'],14.7279,-17.4329,Bubulcus ibis,Cattle Egret,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:00,https://www.xeno-canto.org/478387,categr/XC478387.ogg
3062,categr,[],"['call', 'juvenile']",47.1233,-1.5844,Bubulcus ibis,Cattle Egret,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,16:00,https://www.xeno-canto.org/478434,categr/XC478434.ogg
3063,categr,[],"['call', 'juvenile']",47.1233,-1.5844,Bubulcus ibis,Cattle Egret,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,16:00,https://www.xeno-canto.org/478435,categr/XC478435.ogg
3064,categr,['mallar3'],['call'],39.8734,-8.8525,Bubulcus ibis,Cattle Egret,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,07:30,https://www.xeno-canto.org/485246,categr/XC485246.ogg
3067,categr,[],['call'],-8.1871,36.6653,Bubulcus ibis,Cattle Egret,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,14:12,https://www.xeno-canto.org/517403,categr/XC517403.ogg
3068,categr,[],['call'],-8.1871,36.6653,Bubulcus ibis,Cattle Egret,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,15:28,https://www.xeno-canto.org/517417,categr/XC517417.ogg
3070,categr,[],['call'],37.1658,-7.6207,Bubulcus ibis,Cattle Egret,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:45,https://www.xeno-canto.org/527808,categr/XC527808.ogg
3071,categr,[],['flight call'],37.1658,-7.6207,Bubulcus ibis,Cattle Egret,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,16:11,https://www.xeno-canto.org/527812,categr/XC527812.ogg
3073,categr,[],['call'],43.8559,1.7856,Bubulcus ibis,Cattle Egret,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:25,https://www.xeno-canto.org/576962,categr/XC576962.ogg
3074,categr,['gadwal'],"['begging call', 'hatchling or nestling']",37.0332,-7.8131,Bubulcus ibis,Cattle Egret,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,08:30,https://www.xeno-canto.org/585965,categr/XC585965.ogg
3076,categr,[],['call'],47.9686,0.1595,Bubulcus ibis,Cattle Egret,Christian Kerihuel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,17:30,https://www.xeno-canto.org/610382,categr/XC610382.ogg
3077,categr,[],"['adult', 'flight call', 'sex uncertain']",12.9288,80.1842,Bubulcus ibis,Cattle Egret,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:00,https://www.xeno-canto.org/611986,categr/XC611986.ogg
3079,categr,[],['call'],18.4,-95.0143,Bubulcus ibis,Cattle Egret,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:29,https://www.xeno-canto.org/623267,categr/XC623267.ogg
3080,categr,[],['call'],-16.3051,46.812,Bubulcus ibis,Cattle Egret,Ken Behrens,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,17:10,https://www.xeno-canto.org/624047,categr/XC624047.ogg
3081,categr,[],['nocturnal flight call'],41.9919,1.5099,Bubulcus ibis,Cattle Egret,Lluís Brotons,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,23:00,https://www.xeno-canto.org/629216,categr/XC629216.ogg
3082,chbsan,[],['flight call'],27.8056,74.4305,Pterocles exustus,Chestnut-bellied Sandgrouse,Rajgopal Patil,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,10:57,https://www.xeno-canto.org/120915,chbsan/XC120915.ogg
3083,chbsan,[],['flight call'],12.1736,-2.3593,Pterocles exustus,Chestnut-bellied Sandgrouse,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.0,18:30,https://www.xeno-canto.org/126469,chbsan/XC126469.ogg
3084,chbsan,[],['flight call'],16.2901,-16.0321,Pterocles exustus,Chestnut-bellied Sandgrouse,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:30,https://www.xeno-canto.org/177989,chbsan/XC177989.ogg
3086,chbsan,[],['flight call'],20.623,58.8687,Pterocles exustus,Chestnut-bellied Sandgrouse,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/199346,chbsan/XC199346.ogg
3088,chbsan,[],['flight call'],27.2575,70.892,Pterocles exustus,Chestnut-bellied Sandgrouse,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,17:30,https://www.xeno-canto.org/308187,chbsan/XC308187.ogg
3089,chbsan,[],"['call', 'flight call']",17.7172,53.0597,Pterocles exustus,Chestnut-bellied Sandgrouse,AUDEVARD Aurélien,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:30,https://www.xeno-canto.org/444468,chbsan/XC444468.ogg
3091,chbsan,[],"['call', 'flight call']",17.7172,53.0597,Pterocles exustus,Chestnut-bellied Sandgrouse,AUDEVARD Aurélien,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,08:30,https://www.xeno-canto.org/444470,chbsan/XC444470.ogg
3092,chbsan,[],"['Wing flaps', 'call', 'flight call', 'life stage uncertain']",9.4761,40.0227,Pterocles exustus,Chestnut-bellied Sandgrouse,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,08:30,https://www.xeno-canto.org/504015,chbsan/XC504015.ogg
3093,chbsan,[],['flight call'],27.1505,57.0518,Pterocles exustus,Chestnut-bellied Sandgrouse,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,15:30,https://www.xeno-canto.org/514860,chbsan/XC514860.ogg
3095,chbsan,[],['flight call'],23.4231,71.9416,Pterocles exustus,Chestnut-bellied Sandgrouse,Jelle Scharringa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:30,https://www.xeno-canto.org/604298,chbsan/XC604298.ogg
3096,chbsan,[],['flight call'],23.4231,71.9416,Pterocles exustus,Chestnut-bellied Sandgrouse,Jelle Scharringa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:30,https://www.xeno-canto.org/604299,chbsan/XC604299.ogg
3098,chemun,[],['call'],6.3717,116.4459,Lonchura atricapilla,Chestnut Munia,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,10:00,https://www.xeno-canto.org/150687,chemun/XC150687.ogg
3099,chemun,[],['call'],6.3717,116.4459,Lonchura atricapilla,Chestnut Munia,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,10:00,https://www.xeno-canto.org/150688,chemun/XC150688.ogg
3101,chemun,[],['call'],4.9327,100.4593,Lonchura atricapilla,Chestnut Munia,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,08:30,https://www.xeno-canto.org/151329,chemun/XC151329.ogg
3102,chemun,[],['call'],5.8664,117.9506,Lonchura atricapilla,Chestnut Munia,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,14:00,https://www.xeno-canto.org/182657,chemun/XC182657.ogg
3104,chemun,[],['call'],21.4103,-157.7888,Lonchura atricapilla,Chestnut Munia,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,14:30,https://www.xeno-canto.org/207444,chemun/XC207444.ogg
3105,chemun,[],"['call', 'flight call']",21.4103,-157.7888,Lonchura atricapilla,Chestnut Munia,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,14:30,https://www.xeno-canto.org/207445,chemun/XC207445.ogg
3108,chemun,['spodov'],"['adult', 'flight call', 'sex uncertain']",23.8317,120.7944,Lonchura atricapilla,Chestnut Munia,Jerome Chie-Jen Ko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,09:40,https://www.xeno-canto.org/622956,chemun/XC622956.ogg
3109,chemun,[],['song'],23.765,121.4798,Lonchura atricapilla,Chestnut Munia,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:00,https://www.xeno-canto.org/637243,chemun/XC637243.ogg
3111,chukar,[],"['series of calls', 'social call']",43.5894,69.0038,Alectoris chukar,Chukar,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,08:02,https://www.xeno-canto.org/120373,chukar/XC120373.ogg
3112,chukar,[],['song'],30.6748,35.6083,Alectoris chukar,Chukar,Manuel Schweizer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,17:30,https://www.xeno-canto.org/133064,chukar/XC133064.ogg
3113,chukar,[],['song'],34.9613,32.4759,Alectoris chukar,Chukar,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,07:00,https://www.xeno-canto.org/146758,chukar/XC146758.ogg
3115,chukar,[],"['alarm call', 'flight call']",42.4337,70.7151,Alectoris chukar,Chukar,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,08:30,https://www.xeno-canto.org/183881,chukar/XC183881.ogg
3116,chukar,[],['call'],35.8839,-106.3035,Alectoris chukar,Chukar,Mouser Williams,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:00,https://www.xeno-canto.org/233760,chukar/XC233760.ogg
3117,chukar,[],"['alarm call', 'call', 'flight call']",34.7685,33.3206,Alectoris chukar,Chukar,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:00,https://www.xeno-canto.org/330928,chukar/XC330928.ogg
3119,chukar,[],['alarm call'],48.871,-119.6824,Alectoris chukar,Chukar,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:30,https://www.xeno-canto.org/338428,chukar/XC338428.ogg
3121,chukar,[],['bird Chukar Partridge'],35.8298,51.4619,Alectoris chukar,Chukar,Kaveh Jamali,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:30,https://www.xeno-canto.org/347721,chukar/XC347721.ogg
3123,chukar,[],['alarm call'],46.8326,-119.5261,Alectoris chukar,Chukar,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,16:00,https://www.xeno-canto.org/387754,chukar/XC387754.ogg
3124,chukar,[],['song'],35.988,53.4845,Alectoris chukar,Chukar,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,17:56,https://www.xeno-canto.org/404863,chukar/XC404863.ogg
3125,chukar,[],['song'],35.988,53.4845,Alectoris chukar,Chukar,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,18:57,https://www.xeno-canto.org/404864,chukar/XC404864.ogg
3126,chukar,[],['song'],35.988,53.4845,Alectoris chukar,Chukar,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:54,https://www.xeno-canto.org/404865,chukar/XC404865.ogg
3129,chukar,[],['call'],37.6504,24.0271,Alectoris chukar,Chukar,Paul van Els,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,09:00,https://www.xeno-canto.org/429204,chukar/XC429204.ogg
3130,chukar,[],['call'],36.4631,25.4083,Alectoris chukar,Chukar,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,14:50,https://www.xeno-canto.org/459396,chukar/XC459396.ogg
3131,chukar,[],"['alarm call', 'juvenile']",32.4773,35.4342,Alectoris chukar,Chukar,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:30,https://www.xeno-canto.org/466103,chukar/XC466103.ogg
3133,chukar,[],['call'],37.3726,56.3798,Alectoris chukar,Chukar,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:00,https://www.xeno-canto.org/472243,chukar/XC472243.ogg
3134,chukar,[],"['male', 'song']",38.6193,48.4367,Alectoris chukar,Chukar,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,05:00,https://www.xeno-canto.org/480190,chukar/XC480190.ogg
3135,chukar,[],"['male', 'song']",38.6193,48.4367,Alectoris chukar,Chukar,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,05:00,https://www.xeno-canto.org/480191,chukar/XC480191.ogg
3137,chukar,[],['call'],34.8247,33.5952,Alectoris chukar,Chukar,Sławomir Karpicki-Ignatowski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,11:30,https://www.xeno-canto.org/505423,chukar/XC505423.ogg
3138,chukar,[],['song'],43.5126,78.9708,Alectoris chukar,Chukar,Fernando del Valle,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,08:00,https://www.xeno-canto.org/513305,chukar/XC513305.ogg
3140,chukar,[],"['alarm call', 'flight call', 'wing noise']",35.1842,33.8992,Alectoris chukar,Chukar,Regina Eidner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:30,https://www.xeno-canto.org/528931,chukar/XC528931.ogg
3142,chukar,[],['call'],35.1842,33.8992,Alectoris chukar,Chukar,Regina Eidner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:10,https://www.xeno-canto.org/528934,chukar/XC528934.ogg
3143,chukar,[],['call'],35.1842,33.8992,Alectoris chukar,Chukar,Regina Eidner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:20,https://www.xeno-canto.org/528938,chukar/XC528938.ogg
3144,chukar,[],"['call', 'song']",35.1842,33.8992,Alectoris chukar,Chukar,Regina Eidner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:29,https://www.xeno-canto.org/528949,chukar/XC528949.ogg
3147,chukar,[],"['adult', 'call', 'sex uncertain']",37.2433,-118.1934,Alectoris chukar,Chukar,Ron Overholtz,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:00,https://www.xeno-canto.org/666132,chukar/XC666132.ogg
3148,chukar,[],['flush call'],20.723,-156.165,Alectoris chukar,Chukar,Todd Mark,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,10:00,https://www.xeno-canto.org/75480,chukar/XC75480.ogg
3150,cintea,[],['call'],35.0307,-120.6205,Spatula cyanoptera,Cinnamon Teal,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,8:34,https://www.xeno-canto.org/201412,cintea/XC201412.ogg
3151,cintea,"['gadwal', 'rinphe']","['call', 'male']",48.4183,-107.6657,Spatula cyanoptera,Cinnamon Teal,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:40,https://www.xeno-canto.org/284309,cintea/XC284309.ogg
3152,cintea,[],"['female', 'flight call']",33.2215,-115.5825,Spatula cyanoptera,Cinnamon Teal,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,06:51,https://www.xeno-canto.org/323983,cintea/XC323983.ogg
3154,cintea,[],"['flight call', 'male']",33.2215,-115.5825,Spatula cyanoptera,Cinnamon Teal,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,06:53,https://www.xeno-canto.org/323985,cintea/XC323985.ogg
3156,cintea,[],"['alarm call', 'female']",19.462,-98.9683,Spatula cyanoptera,Cinnamon Teal,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,12:00,https://www.xeno-canto.org/428666,cintea/XC428666.ogg
3157,cintea,[],['flight call'],33.1612,-115.6414,Spatula cyanoptera,Cinnamon Teal,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,09:19,https://www.xeno-canto.org/459348,cintea/XC459348.ogg
3160,cintea,"['cangoo', 'sora']","['adult', 'call', 'male']",39.736,-120.3057,Spatula cyanoptera,Cinnamon Teal,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:00,https://www.xeno-canto.org/578138,cintea/XC578138.ogg
3161,cintea,[],"['adult', 'call', 'sex uncertain']",35.0297,-120.6221,Spatula cyanoptera,Cinnamon Teal,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,8:47,https://www.xeno-canto.org/585529,cintea/XC585529.ogg
3162,cintea,[],"['adult', 'call', 'sex uncertain']",35.0297,-120.6221,Spatula cyanoptera,Cinnamon Teal,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,8:50,https://www.xeno-canto.org/585530,cintea/XC585530.ogg
3163,cintea,[],"['adult', 'flight call', 'sex uncertain']",31.5633,-109.716,Spatula cyanoptera,Cinnamon Teal,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,17:36,https://www.xeno-canto.org/611977,cintea/XC611977.ogg
3165,comgal1,[],['song'],-20.79,-42.8882,Gallinula galeata,Common Gallinule,Noé Eiterer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,08:30,https://www.xeno-canto.org/114665,comgal1/XC114665.ogg
3167,comgal1,[],['call'],-18.1206,-63.6471,Gallinula galeata,Common Gallinule,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,06:00,https://www.xeno-canto.org/123978,comgal1/XC123978.ogg
3168,comgal1,[],['call'],-18.1206,-63.6471,Gallinula galeata,Common Gallinule,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,06:00,https://www.xeno-canto.org/123981,comgal1/XC123981.ogg
