,primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename
2739,cangoo,[],['call'],52.7155,9.82,Branta canadensis,Canada Goose,Sven Kransel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,14:45,https://www.xeno-canto.org/627719,cangoo/XC627719.ogg
2742,cangoo,[],"['call', 'flight call', 'life stage uncertain', 'nocturnal flight call', 'sex uncertain']",45.2823,-75.6858,Branta canadensis,Canada Goose,Matt Osborne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,4:09,https://www.xeno-canto.org/630762,cangoo/XC630762.ogg
2745,cangoo,"['cangoo', 'mallar3']",['call'],52.3252,-1.3232,Branta canadensis,Canada Goose,Nikolay Sariev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,17:29,https://www.xeno-canto.org/631342,cangoo/XC631342.ogg
2746,cangoo,[],"['call', 'flight call']",47.89,-0.4546,Branta canadensis,Canada Goose,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/632897,cangoo/XC632897.ogg
2747,cangoo,[],"['call', 'flight call']",47.89,-0.4546,Branta canadensis,Canada Goose,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/632899,cangoo/XC632899.ogg
2750,cangoo,[],"['adult', 'alarm call']",50.992,7.4781,Branta canadensis,Canada Goose,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,20:05,https://www.xeno-canto.org/635655,cangoo/XC635655.ogg
2751,cangoo,[],"['adult', 'call', 'flight call']",44.0668,-77.1085,Branta canadensis,Canada Goose,Thomas Ryder Payne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:00,https://www.xeno-canto.org/636251,cangoo/XC636251.ogg
2754,cangoo,[],"['adult', 'nocturnal flight call', 'sex uncertain']",54.2386,-0.4196,Branta canadensis,Canada Goose,Dan Lombard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,18:30,https://www.xeno-canto.org/636662,cangoo/XC636662.ogg
2756,cangoo,[],"['life stage uncertain', 'sex uncertain']",47.7042,-0.0367,Branta canadensis,Canada Goose,Goffette Etienne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:00,https://www.xeno-canto.org/637012,cangoo/XC637012.ogg
2757,cangoo,[],['call'],48.725,1.8083,Branta canadensis,Canada Goose,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,08:00,https://www.xeno-canto.org/637064,cangoo/XC637064.ogg
2759,cangoo,[],['call'],50.8399,2.8903,Branta canadensis,Canada Goose,WINDELS Martin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,00:00,https://www.xeno-canto.org/637755,cangoo/XC637755.ogg
2763,cangoo,[],"['adult', 'call']",51.9892,4.4694,Branta canadensis,Canada Goose,Susanne Kuijpers,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,05:59,https://www.xeno-canto.org/642222,cangoo/XC642222.ogg
2765,cangoo,[],"['adult', 'sex uncertain', 'song']",51.4765,-0.2355,Branta canadensis,Canada Goose,Shailesh Patel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:21,https://www.xeno-canto.org/643524,cangoo/XC643524.ogg
2767,cangoo,[],['call'],46.786,1.3085,Branta canadensis,Canada Goose,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,21:36,https://www.xeno-canto.org/645079,cangoo/XC645079.ogg
2768,cangoo,[],['flight call'],63.501,19.4221,Branta canadensis,Canada Goose,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,20:00,https://www.xeno-canto.org/646159,cangoo/XC646159.ogg
2770,cangoo,[],"['call', 'flight call']",51.664,5.5152,Branta canadensis,Canada Goose,Ad Hilders,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,06:25,https://www.xeno-canto.org/648299,cangoo/XC648299.ogg
2776,canvas,['ribgul'],['call'],42.3473,-82.9753,Aythya valisineria,Canvasback,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,?,https://www.xeno-canto.org/11836,canvas/XC11836.ogg
2778,canvas,[],['call'],40.027,-74.99,Aythya valisineria,Canvasback,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,08:50,https://www.xeno-canto.org/169222,canvas/XC169222.ogg
2779,canvas,[],['call'],40.027,-74.99,Aythya valisineria,Canvasback,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,08:47,https://www.xeno-canto.org/169224,canvas/XC169224.ogg
2782,canvas,[],['call'],40.027,-74.99,Aythya valisineria,Canvasback,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,0.0,09:02,https://www.xeno-canto.org/169327,canvas/XC169327.ogg
2784,canvas,['cangoo'],['song'],48.3019,-112.9823,Aythya valisineria,Canvasback,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,10:11,https://www.xeno-canto.org/371522,canvas/XC371522.ogg
2786,caster1,[],['Call'],20.702,58.667,Hydroprogne caspia,Caspian Tern,Thijs Fijen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,08:00,https://www.xeno-canto.org/118161,caster1/XC118161.ogg
2788,caster1,[],['flight call'],14.754,-17.411,Hydroprogne caspia,Caspian Tern,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,10:00,https://www.xeno-canto.org/118277,caster1/XC118277.ogg
2789,caster1,[],"['begging call', 'juvenile']",60.603,17.99,Hydroprogne caspia,Caspian Tern,Johan Södercrantz,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,10:00,https://www.xeno-canto.org/119938,caster1/XC119938.ogg
2791,caster1,[],['call'],46.4166,81.45,Hydroprogne caspia,Caspian Tern,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,13:06,https://www.xeno-canto.org/120515,caster1/XC120515.ogg
2793,caster1,[],"['flight call', 'nocturnal flight calls']",42.343,-76.3,Hydroprogne caspia,Caspian Tern,Steve Kelling,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.0,00:00,https://www.xeno-canto.org/131574,caster1/XC131574.ogg
2795,caster1,[],['flight call'],32.7003,-117.1737,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,07:18,https://www.xeno-canto.org/140789,caster1/XC140789.ogg
2797,caster1,[],"['flight call', 'juvenile']",28.6812,-80.6943,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,09:40,https://www.xeno-canto.org/149411,caster1/XC149411.ogg
2800,caster1,[],"['flight call', 'juvenile']",32.5674,-117.1324,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,10:00,https://www.xeno-canto.org/149415,caster1/XC149415.ogg
2802,caster1,[],['juvenile'],40.3797,-75.4998,Hydroprogne caspia,Caspian Tern,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,14:00,https://www.xeno-canto.org/154308,caster1/XC154308.ogg
2804,caster1,[],['call'],29.766,-93.337,Hydroprogne caspia,Caspian Tern,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,15:30,https://www.xeno-canto.org/155032,caster1/XC155032.ogg
2805,caster1,[],"['call', 'flight call']",19.4034,72.7627,Hydroprogne caspia,Caspian Tern,pradnyavant mane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,12:30,https://www.xeno-canto.org/169792,caster1/XC169792.ogg
2807,caster1,[],['call'],-38.2717,144.7645,Hydroprogne caspia,Caspian Tern,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:00,https://www.xeno-canto.org/181201,caster1/XC181201.ogg
2810,caster1,[],['call'],33.1722,-115.6342,Hydroprogne caspia,Caspian Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,18:40,https://www.xeno-canto.org/203780,caster1/XC203780.ogg
2812,caster1,[],['call'],33.1722,-115.6342,Hydroprogne caspia,Caspian Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:10,https://www.xeno-canto.org/203782,caster1/XC203782.ogg
2815,caster1,[],['flight call'],37.313,-6.0145,Hydroprogne caspia,Caspian Tern,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,?,https://www.xeno-canto.org/240752,caster1/XC240752.ogg
2817,caster1,[],['call'],15.865,-16.5121,Hydroprogne caspia,Caspian Tern,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,18:30,https://www.xeno-canto.org/253664,caster1/XC253664.ogg
2818,caster1,[],"['alarm call', 'attack call', 'call']",29.7481,-88.8694,Hydroprogne caspia,Caspian Tern,Matt Brady,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/256628,caster1/XC256628.ogg
2821,caster1,[],"['call', 'flight call', 'juvenile']",46.1434,6.796,Hydroprogne caspia,Caspian Tern,Marco Thoma,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:00,https://www.xeno-canto.org/278117,caster1/XC278117.ogg
2823,caster1,[],"['begging call', 'call']",43.406,4.6291,Hydroprogne caspia,Caspian Tern,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,19:00,https://www.xeno-canto.org/283058,caster1/XC283058.ogg
2825,caster1,[],"['begging call', 'juvenile']",43.406,4.6291,Hydroprogne caspia,Caspian Tern,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,19:00,https://www.xeno-canto.org/283060,caster1/XC283060.ogg
2827,caster1,[],['call'],41.5759,-87.8614,Hydroprogne caspia,Caspian Tern,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:59,https://www.xeno-canto.org/312711,caster1/XC312711.ogg
2829,caster1,[],['call'],29.951,-93.079,Hydroprogne caspia,Caspian Tern,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:00,https://www.xeno-canto.org/317152,caster1/XC317152.ogg
2832,caster1,[],"['call', 'flight call']",33.0966,-115.7465,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:28,https://www.xeno-canto.org/324717,caster1/XC324717.ogg
2833,caster1,[],['flight call'],33.0966,-115.7465,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:46,https://www.xeno-canto.org/324718,caster1/XC324718.ogg
2836,caster1,[],['flight call'],36.8149,-6.3366,Hydroprogne caspia,Caspian Tern,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,?,https://www.xeno-canto.org/339508,caster1/XC339508.ogg
2838,caster1,[],['alarm call'],60.7881,21.279,Hydroprogne caspia,Caspian Tern,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:00,https://www.xeno-canto.org/342985,caster1/XC342985.ogg
2839,caster1,[],['call'],60.7881,21.279,Hydroprogne caspia,Caspian Tern,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:00,https://www.xeno-canto.org/342986,caster1/XC342986.ogg
2842,caster1,[],['alarm call'],45.9954,43.5608,Hydroprogne caspia,Caspian Tern,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,06:00,https://www.xeno-canto.org/365792,caster1/XC365792.ogg
2845,caster1,['gnwtea'],['flight call'],60.1379,24.6917,Hydroprogne caspia,Caspian Tern,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,09:27,https://www.xeno-canto.org/370352,caster1/XC370352.ogg
2846,caster1,[],['flight call'],43.6146,4.0929,Hydroprogne caspia,Caspian Tern,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,21:30,https://www.xeno-canto.org/370595,caster1/XC370595.ogg
2848,caster1,[],['call'],13.9698,-16.7629,Hydroprogne caspia,Caspian Tern,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,07:15,https://www.xeno-canto.org/385681,caster1/XC385681.ogg
2849,caster1,[],['flight call'],43.0671,6.138,Hydroprogne caspia,Caspian Tern,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:00,https://www.xeno-canto.org/385956,caster1/XC385956.ogg
2852,caster1,[],"['begging call', 'call', 'flight call']",17.0342,54.4345,Hydroprogne caspia,Caspian Tern,Marcin Sołowiej,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:30,https://www.xeno-canto.org/402450,caster1/XC402450.ogg
2853,caster1,['ribgul'],"['flight call', 'water droplet']",33.1878,-110.4722,Hydroprogne caspia,Caspian Tern,Janine McCabe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/411277,caster1/XC411277.ogg
2854,caster1,[],['call'],39.7425,-119.3242,Hydroprogne caspia,Caspian Tern,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:00,https://www.xeno-canto.org/420610,caster1/XC420610.ogg
2855,caster1,['arcter'],['call'],63.8314,20.7151,Hydroprogne caspia,Caspian Tern,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,06:00,https://www.xeno-canto.org/424327,caster1/XC424327.ogg
2857,caster1,['arcter'],['call'],64.191,21.113,Hydroprogne caspia,Caspian Tern,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,21:00,https://www.xeno-canto.org/426250,caster1/XC426250.ogg
2859,caster1,[],['flight call'],51.94,5.9038,Hydroprogne caspia,Caspian Tern,Joost van Bruggen,Creative Commons Attribution-ShareAlike 4.0,4.0,22:53,https://www.xeno-canto.org/432679,caster1/XC432679.ogg
2861,caster1,[],['flight call'],52.3559,4.9373,Hydroprogne caspia,Caspian Tern,guus van duin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,22:26,https://www.xeno-canto.org/432945,caster1/XC432945.ogg
2863,caster1,[],['flight call'],52.5349,13.3933,Hydroprogne caspia,Caspian Tern,Enrico Hübner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,02:36,https://www.xeno-canto.org/436283,caster1/XC436283.ogg
2866,caster1,[],"['alarm call', 'female', 'male']",59.032,13.6255,Hydroprogne caspia,Caspian Tern,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,19:28,https://www.xeno-canto.org/449723,caster1/XC449723.ogg
2867,caster1,[],['flight call'],26.1253,-97.9532,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:35,https://www.xeno-canto.org/452795,caster1/XC452795.ogg
2870,caster1,[],['flight call'],26.1375,-97.1743,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:36,https://www.xeno-canto.org/452955,caster1/XC452955.ogg
2871,caster1,[],['call'],-43.540634571859,172.741058350657,Hydroprogne caspia,Caspian Tern,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,14:50,https://www.xeno-canto.org/46561,caster1/XC46561.ogg
2874,caster1,[],['alarm call'],63.6904,20.4628,Hydroprogne caspia,Caspian Tern,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:00,https://www.xeno-canto.org/473230,caster1/XC473230.ogg
2876,caster1,[],['flight call'],32.6185,-117.1029,Hydroprogne caspia,Caspian Tern,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:11,https://www.xeno-canto.org/485505,caster1/XC485505.ogg
2878,caster1,[],['flight call'],51.7037,103.6979,Hydroprogne caspia,Caspian Tern,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,06:00,https://www.xeno-canto.org/486320,caster1/XC486320.ogg
2879,caster1,[],['flight call'],51.7037,103.6979,Hydroprogne caspia,Caspian Tern,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,06:00,https://www.xeno-canto.org/486321,caster1/XC486321.ogg
2881,caster1,[],"['flight call', 'nocturnal flight call']",52.1638,106.371,Hydroprogne caspia,Caspian Tern,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,05:00,https://www.xeno-canto.org/487213,caster1/XC487213.ogg
2884,caster1,[],['flight call'],56.7451,12.6311,Hydroprogne caspia,Caspian Tern,Henrik Storm ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,08:30,https://www.xeno-canto.org/490167,caster1/XC490167.ogg
2885,caster1,[],"['begging call', 'call']",40.476,-74.2676,Hydroprogne caspia,Caspian Tern,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,13:00,https://www.xeno-canto.org/493886,caster1/XC493886.ogg
2887,caster1,['belkin1'],['call'],35.3448,-120.8417,Hydroprogne caspia,Caspian Tern,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,17:10,https://www.xeno-canto.org/496291,caster1/XC496291.ogg
2889,caster1,[],"['call', 'flight call']",45.3536,-75.8134,Hydroprogne caspia,Caspian Tern,Dan Minor,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,06:30,https://www.xeno-canto.org/498895,caster1/XC498895.ogg
2890,caster1,[],"['flight call', 'juvenile']",42.1104,-71.1785,Hydroprogne caspia,Caspian Tern,Will Sweet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:00,https://www.xeno-canto.org/499538,caster1/XC499538.ogg
2893,caster1,[],"['adult', 'flight call']",37.203,-7.4439,Hydroprogne caspia,Caspian Tern,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,17:45,https://www.xeno-canto.org/504132,caster1/XC504132.ogg
2895,caster1,[],"['adult', 'call', 'juvenile']",14.2614,-16.8917,Hydroprogne caspia,Caspian Tern,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,18:30,https://www.xeno-canto.org/514690,caster1/XC514690.ogg
2896,caster1,[],"['adult', 'call']",14.2614,-16.8917,Hydroprogne caspia,Caspian Tern,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:30,https://www.xeno-canto.org/514691,caster1/XC514691.ogg
2898,caster1,[],"['begging call', 'call', 'juvenile']",17.0087,54.135,Hydroprogne caspia,Caspian Tern,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:00,https://www.xeno-canto.org/528960,caster1/XC528960.ogg
2900,caster1,[],"['begging call', 'call', 'juvenile']",17.0087,54.135,Hydroprogne caspia,Caspian Tern,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:00,https://www.xeno-canto.org/528962,caster1/XC528962.ogg
2902,caster1,[],"['flight call', 'juvenile']",53.5342,8.6032,Hydroprogne caspia,Caspian Tern,Franck Hollander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,23:00,https://www.xeno-canto.org/538079,caster1/XC538079.ogg
2904,caster1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",43.9382,4.8025,Hydroprogne caspia,Caspian Tern,paul MENARD,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,22:30,https://www.xeno-canto.org/544169,caster1/XC544169.ogg
2906,caster1,[],['flight call'],63.6904,20.4628,Hydroprogne caspia,Caspian Tern,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:00,https://www.xeno-canto.org/549294,caster1/XC549294.ogg
2908,caster1,[],['song'],42.5372,-76.5494,Hydroprogne caspia,Caspian Tern,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:30,https://www.xeno-canto.org/556708,caster1/XC556708.ogg
2911,caster1,[],['call'],60.1919,25.1777,Hydroprogne caspia,Caspian Tern,Hannu Varkki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/559962,caster1/XC559962.ogg
2912,caster1,['laugul'],"['call', 'flight call']",25.6602,-109.0033,Hydroprogne caspia,Caspian Tern,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,08:00,https://www.xeno-canto.org/568823,caster1/XC568823.ogg
2914,caster1,[],['call'],25.6602,-109.0033,Hydroprogne caspia,Caspian Tern,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:00,https://www.xeno-canto.org/571810,caster1/XC571810.ogg
2915,caster1,[],['flight call'],25.6602,-109.0033,Hydroprogne caspia,Caspian Tern,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,20:00,https://www.xeno-canto.org/571865,caster1/XC571865.ogg
2917,caster1,[],['flight call'],25.6602,-109.0033,Hydroprogne caspia,Caspian Tern,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,20:30,https://www.xeno-canto.org/571869,caster1/XC571869.ogg
2920,caster1,[],['nocturnal flight call'],41.9919,1.5099,Hydroprogne caspia,Caspian Tern,Lluís Brotons,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,23:00,https://www.xeno-canto.org/575415,caster1/XC575415.ogg
2921,caster1,['arcter'],['begging call'],64.191,21.113,Hydroprogne caspia,Caspian Tern,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,03:30,https://www.xeno-canto.org/577268,caster1/XC577268.ogg
2923,caster1,[],"['begging call', 'flight call']",64.191,21.113,Hydroprogne caspia,Caspian Tern,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,18:30,https://www.xeno-canto.org/578412,caster1/XC578412.ogg
2924,caster1,['arcter'],"['begging call', 'call']",64.191,21.113,Hydroprogne caspia,Caspian Tern,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,21:30,https://www.xeno-canto.org/578610,caster1/XC578610.ogg
2926,caster1,[],"['adult', 'nocturnal flight call']",53.5342,8.6032,Hydroprogne caspia,Caspian Tern,Franck Hollander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,00:15,https://www.xeno-canto.org/581391,caster1/XC581391.ogg
2929,caster1,[],['nocturnal flight call'],52.1593,5.3563,Hydroprogne caspia,Caspian Tern,Johan Jordaans,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,01:40,https://www.xeno-canto.org/582936,caster1/XC582936.ogg
2931,caster1,[],['flight call'],58.4281,23.2979,Hydroprogne caspia,Caspian Tern,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,07:00,https://www.xeno-canto.org/584257,caster1/XC584257.ogg
2932,caster1,[],['nocturnal flight call'],55.4107,12.8449,Hydroprogne caspia,Caspian Tern,Johan Lorentzon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,23:46,https://www.xeno-canto.org/585039,caster1/XC585039.ogg
2935,caster1,[],['nocturnal flight call'],46.4168,-1.5399,Hydroprogne caspia,Caspian Tern,Maxime Pirio,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,00:04,https://www.xeno-canto.org/587891,caster1/XC587891.ogg
2936,caster1,[],"['adult', 'call', 'sex uncertain']",-37.1824,175.3239,Hydroprogne caspia,Caspian Tern,Niall Perrins,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,10:40,https://www.xeno-canto.org/594726,caster1/XC594726.ogg
2939,caster1,[],['flight call'],63.6904,20.4628,Hydroprogne caspia,Caspian Tern,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:00,https://www.xeno-canto.org/610048,caster1/XC610048.ogg
2941,caster1,[],['call'],16.4294,-94.8793,Hydroprogne caspia,Caspian Tern,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:00,https://www.xeno-canto.org/623945,caster1/XC623945.ogg
2942,caster1,[],"['begging call', 'flight call', 'juvenile', 'nocturnal flight call']",54.1016,13.3928,Hydroprogne caspia,Caspian Tern,Marcel Tenhaeff,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,23:00,https://www.xeno-canto.org/630475,caster1/XC630475.ogg
2944,caster1,[],"['adult', 'call', 'flight call', 'juvenile']",54.1404,13.4286,Hydroprogne caspia,Caspian Tern,Marcel Tenhaeff,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,19:30,https://www.xeno-canto.org/630523,caster1/XC630523.ogg
2947,caster1,[],"['adult', 'flight call']",43.6269,-79.329,Hydroprogne caspia,Caspian Tern,Thomas Ryder Payne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,14:00,https://www.xeno-canto.org/636538,caster1/XC636538.ogg
2949,caster1,[],['nocturnal flight call'],39.918,65.1588,Hydroprogne caspia,Caspian Tern,Martin Grienenberger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,03:30,https://www.xeno-canto.org/646120,caster1/XC646120.ogg
2951,caster1,[],['flight call'],59.045,23.571,Hydroprogne caspia,Caspian Tern,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,11:00,https://www.xeno-canto.org/651341,caster1/XC651341.ogg
2953,caster1,[],"['adult', 'flight call']",52.709,-0.3164,Hydroprogne caspia,Caspian Tern,Josh Jones,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,22:20,https://www.xeno-canto.org/658127,caster1/XC658127.ogg
2955,caster1,[],['nocturnal flight call'],53.5342,8.6032,Hydroprogne caspia,Caspian Tern,Franck Hollander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,23:30,https://www.xeno-canto.org/661271,caster1/XC661271.ogg
2961,caster1,['arcter'],"['adult', 'begging call', 'call', 'flight call', 'juvenile', 'sex uncertain']",64.191,21.113,Hydroprogne caspia,Caspian Tern,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,03:30,https://www.xeno-canto.org/666283,caster1/XC666283.ogg
2962,categr,[],['call'],28.899,-81.808,Bubulcus ibis,Cattle Egret,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,11:20,https://www.xeno-canto.org/108820,categr/XC108820.ogg
2964,categr,[],['Roosting place'],36.728,-4.1073,Bubulcus ibis,Cattle Egret,Jorge Garzón,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,17:35,https://www.xeno-canto.org/117115,categr/XC117115.ogg
2966,categr,[],['call'],32.2564,-8.9781,Bubulcus ibis,Cattle Egret,Marcin Sołowiej,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,07:00,https://www.xeno-canto.org/125870,categr/XC125870.ogg
2969,categr,[],"['begging call', 'juvenile']",0.3328,32.5689,Bubulcus ibis,Cattle Egret,Josh Engel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,07:00,https://www.xeno-canto.org/136312,categr/XC136312.ogg
